Filename,No,mean(exx),stdev(exx),mean(eyy),stdev(eyy),mean(exy),stdev(exy)
BY60M-2_page_0198.out,198,-0.0284609,0.0160008,0.0925483,0.0618047,0.000920876,0.00369109
BY60M-2_page_0199.out,199,-0.0285637,0.0161538,0.0930773,0.0628445,0.000980537,0.00380923
BY60M-2_page_0200.out,200,-0.0286591,0.0163242,0.0936148,0.0639284,0.0010264,0.00392838
BY60M-2_page_0201.out,201,-0.0287458,0.0164813,0.094152,0.0650235,0.00107975,0.00406403
BY60M-2_page_0202.out,202,-0.02885,0.0166315,0.0946869,0.0660959,0.00114013,0.0041965
BY60M-2_page_0203.out,203,-0.0289586,0.0167875,0.0952211,0.0671877,0.00119132,0.00433881
BY60M-2_page_0204.out,204,-0.0290543,0.0169289,0.0957394,0.0682363,0.00125283,0.00447322
BY60M-2_page_0205.out,205,-0.0291498,0.0170705,0.0962447,0.069253,0.00130577,0.0046166
BY60M-2_page_0206.out,206,-0.0292301,0.0172009,0.096723,0.0702478,0.0013614,0.00474217
BY60M-2_page_0207.out,207,-0.0293093,0.0173246,0.0971866,0.071228,0.00141409,0.00489605
BY60M-2_page_0208.out,208,-0.0293858,0.0174527,0.0976614,0.0721845,0.00147099,0.00503168
BY60M-2_page_0209.out,209,-0.029471,0.0175711,0.0980987,0.0731267,0.00152144,0.00516001
BY60M-2_page_0210.out,210,-0.029533,0.0176863,0.0985509,0.0740454,0.00158478,0.00529681
BY60M-2_page_0211.out,211,-0.0295982,0.0177929,0.0989572,0.0749287,0.00163826,0.00542394
BY60M-2_page_0212.out,212,-0.0296499,0.0178806,0.0993537,0.07577,0.00169172,0.00555682
BY60M-2_page_0213.out,213,-0.0297026,0.0179888,0.0997361,0.0765785,0.00173802,0.00567637
BY60M-2_page_0214.out,214,-0.029768,0.0180719,0.100131,0.0773836,0.00178446,0.00580839
BY60M-2_page_0215.out,215,-0.029826,0.0181766,0.100505,0.0782006,0.00182196,0.00590816
BY60M-2_page_0216.out,216,-0.0298792,0.0182625,0.10085,0.0789643,0.00187375,0.00602596
BY60M-2_page_0217.out,217,-0.0299355,0.0183514,0.101185,0.0796855,0.0019227,0.00615262
BY60M-2_page_0218.out,218,-0.0299653,0.0184399,0.101468,0.0803552,0.00196462,0.00625097
BY60M-2_page_0219.out,219,-0.0300061,0.0185137,0.101728,0.0809623,0.00200283,0.00634046
BY60M-2_page_0220.out,220,-0.0300381,0.0185718,0.101979,0.0815562,0.00203871,0.00644075
BY60M-2_page_0221.out,221,-0.0300632,0.018638,0.102208,0.0820978,0.00208286,0.00653405
BY60M-2_page_0222.out,222,-0.0300811,0.0186884,0.102421,0.0826103,0.00212815,0.00661681
BY60M-2_page_0223.out,223,-0.0301117,0.0187524,0.102615,0.0830976,0.00215773,0.0066907
BY60M-2_page_0224.out,224,-0.0301414,0.0188072,0.102816,0.0835586,0.00218088,0.00676853
BY60M-2_page_0225.out,225,-0.030173,0.0188591,0.102997,0.0840007,0.00221233,0.00683923
BY60M-2_page_0226.out,226,-0.0301883,0.0189218,0.103157,0.0844336,0.0022447,0.00690818
BY60M-2_page_0227.out,227,-0.0302082,0.0189507,0.10332,0.0848316,0.00228124,0.00697889
BY60M-2_page_0228.out,228,-0.0302233,0.0189852,0.103475,0.0852097,0.00229689,0.00704251
BY60M-2_page_0229.out,229,-0.0302406,0.01904,0.103617,0.0855702,0.00232168,0.0070977
BY60M-2_page_0230.out,230,-0.0302625,0.019083,0.103761,0.085956,0.00235665,0.00715588
BY60M-2_page_0231.out,231,-0.0302787,0.0191307,0.103888,0.0863047,0.00238047,0.00721064
BY60M-2_page_0232.out,232,-0.0302975,0.0191682,0.104006,0.0866391,0.00239065,0.0072742
BY60M-2_page_0233.out,233,-0.0303069,0.0192014,0.104123,0.0869396,0.00242051,0.00731742
BY60M-2_page_0234.out,234,-0.0303194,0.0192293,0.104239,0.0872494,0.00244501,0.00737477
BY60M-2_page_0235.out,235,-0.0303212,0.0192736,0.104341,0.0875247,0.00245772,0.00741674
BY60M-2_page_0236.out,236,-0.0303293,0.0193119,0.104434,0.0877974,0.00248196,0.00746463
BY60M-2_page_0237.out,237,-0.0303231,0.0193387,0.104513,0.0880352,0.00250955,0.00749995
BY60M-2_page_0238.out,238,-0.0303371,0.019367,0.104551,0.0882482,0.00251556,0.00755465
BY60M-2_page_0239.out,239,-0.0303384,0.0193807,0.104617,0.0884594,0.00253922,0.00758347
BY60M-2_page_0240.out,240,-0.0303441,0.0194105,0.104669,0.0886643,0.0025597,0.00761651
BY60M-2_page_0241.out,241,-0.030339,0.0194311,0.104716,0.0888396,0.00257643,0.0076536
BY60M-2_page_0242.out,242,-0.0303496,0.0194523,0.104754,0.0890333,0.00259945,0.00769056
BY60M-2_page_0243.out,243,-0.0303469,0.019478,0.104799,0.0892122,0.00261501,0.00770446
BY60M-2_page_0244.out,244,-0.0303352,0.0195121,0.104843,0.0893474,0.00262645,0.00773338
BY60M-2_page_0245.out,245,-0.0303384,0.0195246,0.104871,0.0895117,0.00263684,0.00775916
BY60M-2_page_0246.out,246,-0.0303316,0.0195543,0.104892,0.0896597,0.00264891,0.00778645
BY60M-2_page_0247.out,247,-0.0303312,0.0195625,0.104903,0.0897952,0.00266701,0.00781622
BY60M-2_page_0248.out,248,-0.0303251,0.0195939,0.104912,0.0899011,0.00267537,0.00782149
BY60M-2_page_0249.out,249,-0.0303219,0.0195872,0.104937,0.0900518,0.00268938,0.00787102
BY60M-2_page_0250.out,250,-0.0303074,0.0196086,0.10495,0.0901758,0.00271465,0.00788185
BY60M-2_page_0251.out,251,-0.0303199,0.0196389,0.104945,0.0902638,0.00272172,0.00788644
BY60M-2_page_0252.out,252,-0.0302995,0.0196442,0.104925,0.0903631,0.00273771,0.00791686
BY60M-2_page_0253.out,253,-0.0302795,0.0196432,0.104895,0.0904442,0.00274632,0.00793242
BY60M-2_page_0254.out,254,-0.0302596,0.0196603,0.104854,0.0905025,0.00275814,0.00794609
BY60M-2_page_0255.out,255,-0.0302433,0.0196804,0.104803,0.0905592,0.00276973,0.00795037
BY60M-2_page_0256.out,256,-0.0302187,0.0196801,0.104769,0.0906062,0.00279239,0.00796616
BY60M-2_page_0257.out,257,-0.0301953,0.0196949,0.104723,0.0906398,0.00278767,0.00797541
BY60M-2_page_0258.out,258,-0.0301798,0.0197076,0.104676,0.0906837,0.00279861,0.00797561
BY60M-2_page_0259.out,259,-0.0301737,0.0196998,0.104617,0.0907197,0.00281538,0.00798798
BY60M-2_page_0260.out,260,-0.0301502,0.0197026,0.104567,0.0907623,0.00282086,0.00800153
BY60M-2_page_0261.out,261,-0.0301349,0.019716,0.104483,0.0907793,0.00282763,0.00799877
BY60M-2_page_0262.out,262,-0.0301074,0.0197207,0.104409,0.090796,0.00284381,0.00800022
BY60M-2_page_0263.out,263,-0.0300855,0.0197244,0.104333,0.0908027,0.00284641,0.00801831
BY60M-2_page_0264.out,264,-0.0300645,0.0197349,0.104305,0.0908531,0.00285234,0.00802329
BY60M-2_page_0265.out,265,-0.030047,0.0197491,0.104263,0.0909118,0.00286867,0.00804176
BY60M-2_page_0266.out,266,-0.0300348,0.0197434,0.104226,0.0909598,0.00288499,0.0080475
BY60M-2_page_0267.out,267,-0.0300105,0.0197577,0.104192,0.0910096,0.00288626,0.00805669
BY60M-2_page_0268.out,268,-0.0300061,0.0197682,0.104145,0.0910398,0.0028927,0.00804707
BY60M-2_page_0269.out,269,-0.0299944,0.0197655,0.104119,0.0910778,0.0029136,0.00805997
BY60M-2_page_0270.out,270,-0.0299863,0.019779,0.104076,0.0911158,0.00291208,0.00806556
BY60M-2_page_0271.out,271,-0.0299804,0.0197867,0.104045,0.0911576,0.0029135,0.00807944
BY60M-2_page_0272.out,272,-0.0299552,0.01982,0.103993,0.0911779,0.00293009,0.00808351
BY60M-2_page_0273.out,273,-0.0299306,0.0198207,0.103955,0.0912223,0.00294484,0.00809624
BY60M-2_page_0274.out,274,-0.0299069,0.0198291,0.103872,0.0912278,0.00295264,0.00808466
BY60M-2_page_0275.out,275,-0.0298889,0.0198478,0.103767,0.0912112,0.00296499,0.00808845
BY60M-2_page_0276.out,276,-0.029867,0.0198356,0.103626,0.0911971,0.00296659,0.00807887
BY60M-2_page_0277.out,277,-0.0297989,0.0198389,0.103428,0.0911113,0.00295632,0.00807774
BY60M-2_page_0278.out,278,-0.0297023,0.0198211,0.10316,0.0910328,0.00295418,0.00806219
BY60M-2_page_0279.out,279,-0.0296324,0.0198234,0.102868,0.0908976,0.00294239,0.0080428
BY60M-2_page_0280.out,280,-0.0295475,0.0198243,0.102612,0.0907911,0.0029441,0.00802318
BY60M-2_page_0281.out,281,-0.029484,0.0197995,0.102394,0.0907295,0.00295197,0.00801518
BY60M-2_page_0282.out,282,-0.0294361,0.0198071,0.102132,0.0906216,0.00294015,0.00799263
BY60M-2_page_0283.out,283,-0.0293093,0.0197953,0.101764,0.0904745,0.00293291,0.00796352
BY60M-2_page_0284.out,284,-0.0291902,0.0197718,0.101304,0.0902441,0.00290958,0.00791672
BY60M-2_page_0285.out,285,-0.0290438,0.0197521,0.100788,0.0900121,0.00287687,0.00787119
BY60M-2_page_0286.out,286,-0.0288541,0.0197364,0.100069,0.0896481,0.00285545,0.0078074
BY60M-2_page_0287.out,287,-0.0285732,0.019694,0.0990526,0.0891431,0.0028055,0.00772576
BY60M-2_page_0288.out,288,-0.0283047,0.0196466,0.0980457,0.0886396,0.0027736,0.0076462
BY60M-2_page_0289.out,289,-0.0280727,0.0196201,0.0972998,0.0882984,0.00273763,0.00758353
BY60M-2_page_0290.out,290,-0.0278999,0.0195922,0.0966085,0.087983,0.00272217,0.00753338
BY60M-2_page_0291.out,291,-0.0277681,0.0195637,0.0961724,0.0877998,0.00271326,0.00748223
BY60M-2_page_0292.out,292,-0.0276676,0.0195643,0.0958564,0.0877078,0.00270489,0.00746457
BY60M-2_page_0293.out,293,-0.0275752,0.0195876,0.0956138,0.0876375,0.00270338,0.00744907
BY60M-2_page_0294.out,294,-0.0275444,0.0195939,0.0954344,0.0876074,0.00270591,0.0074387
BY60M-2_page_0295.out,295,-0.0275085,0.0195988,0.095285,0.0876015,0.00271699,0.0074325
BY60M-2_page_0296.out,296,-0.0274451,0.0196089,0.0951597,0.0875922,0.00271106,0.00742204
BY60M-2_page_0297.out,297,-0.027413,0.0196167,0.0950596,0.0875906,0.00272161,0.0074216
BY60M-2_page_0298.out,298,-0.027393,0.0196294,0.0949391,0.0875794,0.00272941,0.00741003
BY60M-2_page_0299.out,299,-0.0273553,0.019638,0.0948163,0.087586,0.00274424,0.00742069
BY60M-2_page_0300.out,300,-0.0273117,0.0196365,0.0946712,0.0875781,0.00273745,0.00741083
BY60M-2_page_0301.out,301,-0.0272674,0.0196353,0.0945104,0.0875415,0.00274799,0.0073935
BY60M-2_page_0302.out,302,-0.027189,0.0196519,0.0943002,0.0874827,0.00274636,0.00738432
BY60M-2_page_0303.out,303,-0.0271337,0.019647,0.0940314,0.0873811,0.00273834,0.00735944
BY60M-2_page_0304.out,304,-0.0270412,0.0196443,0.0937533,0.0872767,0.00273632,0.00734749
BY60M-2_page_0305.out,305,-0.0269833,0.0196385,0.0935012,0.0871867,0.00274615,0.00732192
BY60M-2_page_0306.out,306,-0.0269038,0.0196479,0.0932513,0.0870994,0.00273461,0.0072994
BY60M-2_page_0307.out,307,-0.0268318,0.0196408,0.0930067,0.087008,0.00272789,0.00727942
BY60M-2_page_0308.out,308,-0.0267637,0.0196454,0.0927616,0.0868995,0.00272678,0.00725607
BY60M-2_page_0309.out,309,-0.0266856,0.0196343,0.0924872,0.0868018,0.00273106,0.0072328
BY60M-2_page_0310.out,310,-0.026595,0.0196335,0.092178,0.0866712,0.00272205,0.00720613
BY60M-2_page_0311.out,311,-0.0264883,0.0196157,0.0917809,0.0864997,0.00272539,0.00717812
BY60M-2_page_0312.out,312,-0.0263431,0.0196021,0.0912931,0.0862719,0.00270703,0.0071222
BY60M-2_page_0313.out,313,-0.0261899,0.0195931,0.090725,0.0860066,0.00268461,0.00708153
BY60M-2_page_0314.out,314,-0.026056,0.019587,0.0902415,0.0857377,0.00267295,0.00702474
BY60M-2_page_0315.out,315,-0.0259284,0.0195697,0.0898079,0.0855483,0.0026568,0.00698491
BY60M-2_page_0316.out,316,-0.0258255,0.0195477,0.0894399,0.0853701,0.00265001,0.00695739
BY60M-2_page_0317.out,317,-0.0257476,0.01956,0.089106,0.0852336,0.00263959,0.0069263
BY60M-2_page_0318.out,318,-0.0256747,0.0195607,0.0888477,0.0851465,0.0026399,0.00691031
BY60M-2_page_0319.out,319,-0.0256039,0.0195607,0.0886323,0.0851052,0.00264551,0.00689315
BY60M-2_page_0320.out,320,-0.0255591,0.0195569,0.088468,0.0850446,0.00265339,0.00688325
BY60M-2_page_0321.out,321,-0.0255195,0.0195749,0.08834,0.0850511,0.00265208,0.00689743
BY60M-2_page_0322.out,322,-0.0254997,0.0195874,0.0882385,0.0850608,0.00266096,0.00687754
BY60M-2_page_0323.out,323,-0.0254523,0.0195978,0.0881067,0.085045,0.00266333,0.00688518
BY60M-2_page_0324.out,324,-0.0254104,0.0195876,0.0879927,0.0850432,0.00265477,0.00688248
BY60M-2_page_0325.out,325,-0.0253907,0.0196148,0.0878636,0.0850137,0.00266372,0.00686525
BY60M-2_page_0326.out,326,-0.0253415,0.0196083,0.087724,0.0850194,0.00267861,0.00687254
BY60M-2_page_0327.out,327,-0.0253159,0.0196313,0.0875665,0.0849718,0.00266558,0.00685237
BY60M-2_page_0328.out,328,-0.0252309,0.0196341,0.0873836,0.0849356,0.00268296,0.00685651
BY60M-2_page_0329.out,329,-0.0251801,0.0196423,0.0871563,0.0848728,0.00268369,0.00683148
BY60M-2_page_0330.out,330,-0.0251018,0.0196331,0.0869204,0.0847979,0.00268037,0.00682568
BY60M-2_page_0331.out,331,-0.0250243,0.019619,0.086601,0.084648,0.00268772,0.00679648
BY60M-2_page_0332.out,332,-0.0249441,0.0196408,0.0862861,0.0845295,0.00266994,0.00676651
BY60M-2_page_0333.out,333,-0.0248277,0.0196157,0.0858951,0.0843108,0.00267181,0.00672913
BY60M-2_page_0334.out,334,-0.0246989,0.0196008,0.0854686,0.0841038,0.00265551,0.00670071
BY60M-2_page_0335.out,335,-0.0245708,0.0195941,0.0849788,0.0838291,0.00263755,0.00665792
BY60M-2_page_0336.out,336,-0.0244319,0.0195684,0.0844659,0.0835384,0.0026314,0.00661366
BY60M-2_page_0337.out,337,-0.02429,0.0195271,0.0839546,0.0832314,0.00260677,0.00655652
BY60M-2_page_0338.out,338,-0.0241712,0.0194953,0.0835235,0.0829319,0.00259979,0.0065115
BY60M-2_page_0339.out,339,-0.0240592,0.0194878,0.0831164,0.0827333,0.00258211,0.00645853
BY60M-2_page_0340.out,340,-0.0239753,0.0194778,0.0827816,0.0825163,0.00258761,0.00644079
BY60M-2_page_0341.out,341,-0.0238613,0.0194542,0.0823748,0.0822798,0.00257722,0.00639373
BY60M-2_page_0342.out,342,-0.0237402,0.0194349,0.081999,0.0820045,0.00256059,0.00635087
BY60M-2_page_0343.out,343,-0.0236187,0.0194308,0.0815537,0.0817469,0.00255772,0.00631392
BY60M-2_page_0344.out,344,-0.023477,0.0193853,0.0811064,0.0814412,0.00253764,0.00625794
BY60M-2_page_0345.out,345,-0.023372,0.0193757,0.0806765,0.0811395,0.00252964,0.00622533
BY60M-2_page_0346.out,346,-0.0232661,0.0193364,0.0803019,0.0808523,0.00251782,0.00616453
BY60M-2_page_0347.out,347,-0.0231668,0.0193391,0.0799387,0.0806331,0.00250257,0.00614338
BY60M-2_page_0348.out,348,-0.0230528,0.0192971,0.0795761,0.0804067,0.00249953,0.00611747
BY60M-2_page_0349.out,349,-0.0229654,0.0192832,0.0792329,0.0802088,0.00248612,0.00607304
BY60M-2_page_0350.out,350,-0.022884,0.0192732,0.0788584,0.0799529,0.00247953,0.00602816
BY60M-2_page_0351.out,351,-0.0227825,0.0192561,0.0785329,0.0797556,0.00247846,0.00599503
BY60M-2_page_0352.out,352,-0.0226783,0.0192297,0.0781857,0.0795074,0.00247084,0.0059566
BY60M-2_page_0353.out,353,-0.0225983,0.0192159,0.0778268,0.0792673,0.00246528,0.00592559
BY60M-2_page_0354.out,354,-0.0224987,0.0191985,0.0774602,0.0790042,0.00245767,0.00589353
BY60M-2_page_0355.out,355,-0.0223801,0.0191665,0.0770191,0.0786745,0.00245098,0.00584118
BY60M-2_page_0356.out,356,-0.0222533,0.0191324,0.0766369,0.0783691,0.00242448,0.00578153
BY60M-2_page_0357.out,357,-0.0221629,0.0190907,0.0762806,0.0780836,0.00242054,0.0057724
BY60M-2_page_0358.out,358,-0.0220791,0.0190614,0.0758862,0.0777578,0.00239245,0.00571744
BY60M-2_page_0359.out,359,-0.0219661,0.0190196,0.0755051,0.0774127,0.00238156,0.00567595
BY60M-2_page_0360.out,360,-0.0218714,0.0189853,0.0751285,0.0771065,0.00237311,0.00562609
BY60M-2_page_0361.out,361,-0.0217759,0.0189525,0.0747651,0.0767994,0.00235347,0.00557984
BY60M-2_page_0362.out,362,-0.0216681,0.0188944,0.0743671,0.0764431,0.00233978,0.00553305
BY60M-2_page_0363.out,363,-0.0215616,0.0188559,0.073967,0.076076,0.00232061,0.00548867
BY60M-2_page_0364.out,364,-0.0214405,0.0188,0.0735106,0.0756438,0.00229629,0.0054192
BY60M-2_page_0365.out,365,-0.0213194,0.0187381,0.0730349,0.0751854,0.00226488,0.0053632
BY60M-2_page_0366.out,366,-0.0211886,0.0186662,0.072493,0.0746612,0.00223463,0.00529366
BY60M-2_page_0367.out,367,-0.021045,0.0185854,0.071977,0.0741018,0.00221872,0.0052195
BY60M-2_page_0368.out,368,-0.0209064,0.0184997,0.0713802,0.0734549,0.00218094,0.00513458
BY60M-2_page_0369.out,369,-0.0207136,0.0183796,0.0706316,0.0727061,0.00213204,0.00503454
BY60M-2_page_0370.out,370,-0.0205326,0.0182644,0.0699715,0.0719869,0.00209246,0.00493937
BY60M-2_page_0371.out,371,-0.0203751,0.0181798,0.0693605,0.071315,0.00206237,0.0048587
BY60M-2_page_0372.out,372,-0.020219,0.0180801,0.0687798,0.0706728,0.00202956,0.00477537
BY60M-2_page_0373.out,373,-0.020075,0.0179685,0.0681515,0.0699741,0.00198593,0.00469184
BY60M-2_page_0374.out,374,-0.0199214,0.017868,0.067601,0.0693823,0.00196723,0.00461897
BY60M-2_page_0375.out,375,-0.0198126,0.0177819,0.0671477,0.0688682,0.0019411,0.00456064
BY60M-2_page_0376.out,376,-0.0196872,0.0176908,0.0666524,0.0682955,0.00191495,0.00449725
BY60M-2_page_0377.out,377,-0.0195525,0.0175797,0.0660731,0.0676305,0.00188625,0.00441316
BY60M-2_page_0378.out,378,-0.0194144,0.0174818,0.0655349,0.0670253,0.00185557,0.0043306
BY60M-2_page_0379.out,379,-0.0192765,0.0173651,0.0649984,0.066411,0.00182482,0.00427605
BY60M-2_page_0380.out,380,-0.0191374,0.0172376,0.0644663,0.0657776,0.00180649,0.00419578
BY60M-2_page_0381.out,381,-0.0189808,0.0171143,0.0638726,0.0650413,0.00177152,0.00411756
BY60M-2_page_0382.out,382,-0.0187169,0.0168662,0.0628772,0.0638071,0.00173375,0.00401132
BY60M-2_page_0383.out,383,-0.0143398,0.0157907,0.0518067,0.0600541,0.00355936,0.00910901
BY60M-2_page_0384.out,384,0.1059,0.205617,0.234235,0.79627,0.00887134,0.103821
BY60M-2_page_0385.out,385,0.202164,0.294899,0.352814,0.981812,0.00317923,0.1965
BY60M-2_page_0386.out,386,0.241111,0.211558,0.187999,1.01728,0.0239787,0.16316
BY60M-2_page_0387.out,387,1.41428,0.545796,-0.218402,0.0631881,-0.24847,0.104637
BY60M-2_page_0388.out,388,0,0,0,0,0,0
BY60M-2_page_0389.out,389,0,0,0,0,0,0
BY60M-2_page_0390.out,390,0,0,0,0,0,0
BY60M-2_page_0391.out,391,0,0,0,0,0,0
BY60M-2_page_0392.out,392,0,0,0,0,0,0
BY60M-2_page_0393.out,393,0,0,0,0,0,0
BY60M-2_page_0394.out,394,0,0,0,0,0,0
BY60M-2_page_0395.out,395,0,0,0,0,0,0
BY60M-2_page_0396.out,396,0,0,0,0,0,0
BY60M-2_page_0397.out,397,0,0,0,0,0,0
BY60M-2_page_0398.out,398,0,0,0,0,0,0
BY60M-2_page_0399.out,399,0,0,0,0,0,0
BY60M-2_page_0400.out,400,0,0,0,0,0,0
BY60M-2_page_0401.out,401,0,0,0,0,0,0
BY60M-2_page_0402.out,402,0,0,0,0,0,0
BY60M-2_page_0403.out,403,0,0,0,0,0,0
BY60M-2_page_0404.out,404,0,0,0,0,0,0
BY60M-2_page_0405.out,405,0,0,0,0,0,0
BY60M-2_page_0406.out,406,0,0,0,0,0,0
BY60M-2_page_0407.out,407,0,0,0,0,0,0
BY60M-2_page_0408.out,408,0,0,0,0,0,0
BY60M-2_page_0409.out,409,0,0,0,0,0,0
BY60M-2_page_0410.out,410,0,0,0,0,0,0
BY60M-2_page_0411.out,411,0,0,0,0,0,0
BY60M-2_page_0412.out,412,0,0,0,0,0,0
BY60M-2_page_0413.out,413,0,0,0,0,0,0
BY60M-2_page_0414.out,414,0,0,0,0,0,0
BY60M-2_page_0415.out,415,0,0,0,0,0,0
BY60M-2_page_0416.out,416,0,0,0,0,0,0
BY60M-2_page_0417.out,417,0,0,0,0,0,0
BY60M-2_page_0418.out,418,0,0,0,0,0,0
BY60M-2_page_0419.out,419,0,0,0,0,0,0
BY60M-2_page_0420.out,420,0,0,0,0,0,0
BY60M-2_page_0421.out,421,0,0,0,0,0,0
BY60M-2_page_0422.out,422,0,0,0,0,0,0
BY60M-2_page_0423.out,423,0,0,0,0,0,0
